"","adaptation","avg_isi","f_i_curve_slope","fast_trough_t_long_square","fast_trough_t_ramp","fast_trough_t_short_square","fast_trough_v_long_square","fast_trough_v_ramp","fast_trough_v_short_square","input_resistance_mohm","latency","peak_t_long_square","peak_t_ramp","peak_t_short_square","peak_v_long_square","peak_v_ramp","peak_v_short_square","ri","sag","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_long_square","threshold_i_ramp","threshold_i_short_square","threshold_t_long_square","threshold_t_ramp","threshold_t_short_square","threshold_v_long_square","threshold_v_ramp","threshold_v_short_square","trough_t_long_square","trough_t_ramp","trough_t_short_square","trough_v_long_square","trough_v_ramp","trough_v_short_square","upstroke_downstroke_ratio_long_square","upstroke_downstroke_ratio_ramp","upstroke_downstroke_ratio_short_square","vm_for_sag","vrest","height","binary_neuron","firing_rate"
"188",0.000218586486882157,14.223768115942,0.8020833478592,1.03245,8.80981333333334,1.02355416666667,-64.03125,-56.5312512715658,-63.0260461171468,154.334944,0.0106600000000001,1.03167,8.80868666666667,1.02264833333333,22.125,7.72916714350383,22.2656262715658,156.874999403954,0.0633858293294907,1.4629325,-71.046880086263,150,194.749994913737,509.999969482422,1.031345,8.80825333333333,1.022355,-41.15625,-28.3958333333333,-45.536460240682,1.03254,8.80990333333333,1.4629325,-64.21875,-56.6354192097982,-71.046880086263,1.40168865713143,1.02624893434709,1.53325578536478,-99.96875,-70.5464935302734,85.2916723887126,"Inhibitory",70.3048581675906
"190",0.0690320929070083,95.628,0.132248521681253,1.2145,6.74135333333333,1.02523833333333,-43.1875038146973,-45.6875012715658,-50.1093769073486,103.000992,0.038815,1.21211,6.73920833333333,1.02338916666667,45,47.71875,45.4114615122477,90.1562497019768,0.17621211707592,1.09744416666667,-72.5052121480306,160,142.95832824707,1170,1.21172,6.73883333333333,1.02303916666667,-40.6250038146973,-40.8958346048991,-48.3177108764648,1.26768,6.81011666666667,1.09744416666667,-55.5000038146973,-53.6979204813639,-72.5052121480306,4.48914108025743,4.29805269945845,4.05831911335641,-82.7812576293945,-71.9120330810547,95.5208384195963,"Excitatory",10.4571882712176
"196",-0.0176142753370159,36.248,1.14705882352941,1.16972,9.73396,1.023995,-57.1562538146973,-54.4843769073486,-60.9609403610229,204.242384,0.08348,1.16908,9.73326,1.023375,12.71875,12.5937509536743,19.5312509536743,121.874995529652,0.0165599696338177,1.56886,-75.1484432220459,270,217.8125,0,1.16878,9.73294,1.02309,-38.78125,-35.015625,-46.8515663146973,1.16974,9.73403,1.56886,-57.2187538146973,-54.5625038146973,-75.1484432220459,1.28914899161535,1.29314377256342,1.32918289311177,-88.0312576293945,-73.5458374023438,80.4921913146972,"Inhibitory",27.5877289781505
"222",-0.0206421902807908,161.302,0.191622884276279,1.428065,4.271255,1.02709,-52.40625,-53.2187538146973,-54.71875,172.376336,0.16219,1.42471,4.267035,1.023555,29.5625019073486,31.5,22.3125019073486,118.906289339066,0.0781399831175804,1.04764,-66.71875,60.0000038146973,81.125,460,1.424255,4.26659,1.023145,-41.40625,-38.28125,-42.65625,1.441885,4.28027,1.04764,-59.8125,-59.4375038146973,-66.71875,2.62587241895937,2.9690248500699,1.90921637444645,-77.7187576293945,-63.9528121948242,77.0312519073486,"Inhibitory",6.19955115249656
"225",-0.0122857423963326,12.7480434782609,1.59947780678851,1.9799,15.8707716666667,1.02392416666667,-56.3437538146973,-56.3229166666667,-63.2135423024495,123.666592,0.11981,1.979185,15.8700666666667,1.02328833333333,6.21875,9.48958333333333,12.1041669845581,93.3592766523361,0.0421907342970371,1.56075916666667,-75.9479192097982,290,371.25,540,1.978835,15.86973,1.02302166666667,-38.1875,-32.2500006357829,-52.6770846048991,1.979935,15.8708083333333,1.56075916666667,-56.5000038146973,-56.4062525431315,-75.9479192097982,1.20017291751089,1.0870592944353,1.38061165415109,-84.09375,-75.7731857299805,75.3177092870076,"Inhibitory",78.4434099009224
"244",0.0358613138775196,107.61,0.14633490137479,1.19494,4.87002,1.025344,-46.1250038146973,-47.4062525431315,-51.4375022888184,94.737656,0.0769600000000001,1.19188,4.86752666666667,1.023356,40.5,45.5416692097982,46.4687538146973,160.312458872795,0.0773743540048599,1.585836,-74.9875030517578,90,96.1666666666667,949.999938964844,1.1914,4.86709333333333,1.02298,-35.7812538146973,-36.3541679382324,-47.9625007629395,1.2331,4.91137333333333,1.585836,-54.9375038146973,-54.4270858764648,-74.9875030517578,4.14364361028495,4.49389023800007,4.327547015049,-91.0000076293945,-74.1493377685547,97.9062561035157,"Excitatory",9.29281665272744
"247",0.0320481522715745,63.9953571428572,0.152976201640235,1.125425,5.47531,1.024975,-49.34375,-49.0729192097982,-51.7708358764648,105.3152,0.0505500000000001,1.123485,5.47343833333333,1.02346833333333,34,33.9791666666667,31.7708326975505,155.781254172325,0.0507714226841927,1.67486833333333,-81.4479166666667,110,111.333333333333,343.333333333333,1.12306,5.473,1.02308166666667,-36.1562538146973,-36.7083333333333,-44.5416692097982,1.139325,5.49510666666667,1.67486833333333,-53.6875,-53.9583346048991,-81.4479166666667,3.05444884735435,2.77346932764719,2.96563140841215,-99.0625,-81.7539978027344,83.5416685740153,"Excitatory",15.6261335922807
"248",-0.204913283975279,51.342,0.980531777657708,1.315315,12.2612966666667,1.023797,-64.84375,-62.7187525431315,-65.9625,144.4344,0.00982000000000016,1.314795,12.26076,1.023285,20.6875,25.4895846048991,32.2875007629395,93.5937836766243,0.0973421111702919,1.274855,-73.9187515258789,320,281,112,1.31453,12.260485,1.023042,-36.78125,-33.8229179382324,-45.2687515258789,1.31535,12.2613366666667,1.274855,-64.9375,-62.8333371480306,-73.9187515258789,1.04926692352641,1.12846119733216,1.22354413001674,-83.59375,-72.8668365478516,98.2500007629395,"Inhibitory",19.4772311168244
"256",0.0406693969221849,65.5535714285714,0.218604651162791,1.524835,1.97948,1.0248425,-54.9062538146973,-54.7812519073486,-56.8593769073486,159.277248,0.02257,1.523005,1.97783,1.0233875,33.1250038146973,42.5937538146973,35.4375019073486,268.359363079071,0.0222496464848518,1.9499175,-69.9062538146973,40,23.9375,350,1.522495,1.9773975,1.0229775,-42.5,-42.875,-48.3593769073486,1.54891,2.016675,1.9499175,-60.1562538146973,-60.0156288146973,-69.9062538146973,2.44642500073718,2.98105657598326,2.8866537995651,-96.9375076293945,-66.9598922729492,92.2968788146972,"Excitatory",15.2546989921003
"257",0.130370892947596,74.37,0.0313543562831141,1.09552,5.12645333333333,1.02486666666667,-47.78125,-49.4166692097982,-51.6718775431315,217.039808,0.0410600000000001,1.0935,5.12449333333333,1.02335,40.28125,44.3854179382324,45.8958346048991,134.687542915344,0.0297235641628504,1.58754,-81.8697967529297,150,102.5,850,1.0931,5.12409333333333,1.02302,-36.1562538146973,-35.1145858764648,-46.5729192097982,1.10526,5.14694666666667,1.58754,-51.0312538146973,-54.5937512715658,-81.8697967529297,3.63151189770886,3.51441913294978,4.30041403575102,-96.59375,-81.1610488891602,97.5677121480306,"Excitatory",13.4462821029985
"263",0.0235217354638565,65.4935714285714,0.219878048780488,1.20667,2.663435,1.02530333333333,-49.9375,-50.96875,-53.1822929382324,184.926912,0.0560200000000002,1.204295,2.66092666666667,1.02346166666667,42.5,44.3645858764648,44.7656262715658,196.874961256981,0.0152577310800552,1.45273333333333,-73.8958346048991,50,41,650,1.203895,2.66052333333333,1.02311083333333,-37.5937538146973,-36.9479166666667,-46.1458333333333,1.23051,2.68478666666667,1.45273333333333,-56.5000038146973,-56.28125,-73.8958346048991,4.13520298008773,4.39985141343124,4.42052621972629,-94.7187576293945,-73.4410629272461,97.9479192097982,"Excitatory",15.2686741337754
"264",0.0740124609041962,98.3183333333333,0.202867397397492,1.21906,2.98922666666667,1.025479,-50.7812538146973,-49.4687512715658,-54.9687515258789,370.4088,0.0565250000000002,1.21526,2.98661,1.022873,43.375,47.3541692097982,43.5937515258789,201.874971389771,0.0250958018004894,1.796269,-77.9875045776367,70,49.1666666666667,680,1.214875,2.986245,1.022551,-38.2500038146973,-37.625,-49.7437530517578,1.253845,3.01825333333333,1.796269,-58.375,-56.3541704813639,-77.9875045776367,4.81694493563415,5.11827208902667,5.22847801960714,-100.625007629395,-77.4324569702148,98.5625030517578,"Excitatory",10.1710430404638
"269",0.00249241034067271,22.5242682926829,0.697302184475846,1.86291,10.706405,1.024045,-57.8125038146973,-58.6041679382324,-62.2109413146973,147.043344,0.062405,1.86217,10.705705,1.023345,13,21.6041679382324,21.0937504768372,106.40636831522,0.0415983870625496,1.36684125,-78.9609375,240.000015258789,242.124994913737,0,1.861885,10.7054116666667,1.02308875,-36.21875,-34.1875012715658,-42.1250009536743,1.862925,10.7064683333333,1.36684125,-57.9687538146973,-58.7291692097982,-78.9609375,1.32695477422044,1.25661200501408,1.35143242285189,-95.8437576293945,-79.3194808959961,83.3046917915345,"Inhibitory",44.3965587252774
"282",0.00831017441763653,40.6706521739131,0.555,1.155185,4.15844666666667,1.024465,-51.1562538146973,-50.5208358764648,-55.2656288146973,213.602096,0.03868,1.154185,4.15730666666667,1.023405,7.8125,7.32291698455811,9.50000047683716,242.1875,0.19055113196373,1.1802575,-73.4218826293945,70,78.4583333333333,0,1.153855,4.15696666666667,1.0231525,-33.9375038146973,-33.8333346048991,-32.0000019073486,1.15528,4.16836,1.1802575,-51.28125,-51.5208371480306,-73.4218826293945,1.53965880902987,1.5403400673035,1.4910164838967,-98.96875,-72.1569137573242,64.7656292915345,"Inhibitory",24.587754229361
"299",0.0649189348589349,91.3371428571429,0.186301381769177,1.080395,3.3602,1.024796,-47.8125038146973,-51.0208358764648,-52.2750015258789,228.0352,0.0307650000000002,1.078715,3.35851,1.023356,23.1562519073486,32.1458339691162,32.0875011444092,263.437449932098,0.0362643152475357,1.740169,-74.8562545776367,90,58.4166666666667,440,1.078225,3.35802333333333,1.022989,-33.59375,-34.1875,-47.0937522888184,1.08042,3.38436,1.740169,-47.9062538146973,-52.7500025431315,-74.8562545776367,2.39621090667168,2.43180274702506,3.08848794720137,-97.9062576293945,-73.1930770874023,84.3625026702881,"Excitatory",10.9484484484484
"303",0.0362956774343218,74.8225,0.217897727272727,1.13828,3.947355,1.0251175,-45.625,-45.5416666666667,-50,161.413456,0.05097,1.13606,3.94547333333333,1.023525,32.21875,33.6875012715658,35.7968769073486,210.93738079071,0.0616592243313789,1.7273975,-78.453125,90,73.125,0,1.135575,3.944985,1.02313,-33.09375,-31.40625,-42.0156288146973,1.162095,3.98051666666667,1.7273975,-50.5,-53.6979179382324,-78.453125,2.6507909929418,2.45615225102943,3.06313817275363,-98.46875,-77.8417892456055,85.7968769073486,"Excitatory",13.3649637475358
"312",0.0217096944330674,59.4376666666667,0.221875,1.14444,2.80304,1.02448625,-44.8750038146973,-45.7812525431315,-50.5546894073486,177.694592,0.05243,1.14237,2.80130666666667,1.023155,35.40625,36.4791692097982,36.3437509536743,210.93761920929,0.0096952049061656,1.669525,-69.8125019073486,50,44.5416641235352,300,1.14202,2.80094333333333,1.02285375,-32.7500038146973,-31.6250012715658,-41.9453134536743,1.16599,2.83243166666667,1.669525,-50.71875,-52.8020858764648,-69.8125019073486,2.984997702843,2.81616016808406,2.89471416009332,-93.1250076293945,-69.4225387573242,86.8984403610229,"Excitatory",16.8243481967103
"315",0.0296417934625899,62.0183333333333,0.252310924369748,1.101605,4.21157833333333,1.02540083333333,-49,-47.03125,-53.333335240682,437.222848,0.0297150000000002,1.09909,4.20865166666667,1.0234875,35.8437538146973,36.1458333333333,42.7031256357829,144.687533378601,0.010155126452446,1.28397916666667,-62.1406243642171,70,79.7083333333333,380,1.098585,4.20814333333333,1.0231175,-34.6875,-33.625,-46.8697923024495,1.112695,4.22866,1.28397916666667,-53.28125,-52.5937512715658,-62.140625,3.09143553990118,3.06799985461329,3.92889394870915,-78.96875,-61.4261207580566,96.0364608764649,"Excitatory",16.1242643304399
"322",0.00534252401808136,15.3210714285714,1.05167322834646,1.651235,23.36902,1.023738,-66.8437576293945,-65.7187525431315,-69.1937530517578,74.373624,0.13388,1.650615,23.3684566666667,1.023214,7.15625047683716,18.9791673024495,25.7750011444092,36.5624614059925,0.0477078333497047,1.367656,-76.8062515258789,620,558.708333333333,498,1.650275,23.368165,1.022966,-35.1250038146973,-37.6770858764648,-50.1875022888184,1.65126,23.369045,1.367656,-66.9687576293945,-65.8020884195964,-76.8062515258789,0.862726109512871,1.10199412915138,1.16193521863957,-88.96875,-77.0860366821289,94.968754196167,"Inhibitory",65.2695867036529
"325",-0.0252933361032462,94.7677777777778,0.170311867136421,1.48934,13.4380416666667,1.028951,-54.9062538146973,-55.2395846048991,-68.7312515258789,102.521304,0.090435,1.48466,13.432845,1.023318,19.90625,23.0416673024495,22.7000003814697,61.5624599158764,0.0321450121700764,1.400833,-81.6125015258789,350,310.291666666667,1140,1.48418,13.4323783333333,1.022966,-35.8437538146973,-35.8541692097982,-45.0812507629395,1.49345,13.442365,1.400833,-56.46875,-57.3229166666667,-81.6125015258789,3.69412993885016,3.87924762704849,2.12020705486799,-89.3125,-80.8448028564453,91.4312519073486,"Inhibitory",10.5521098357388
"332",0.00472531752435087,12.5802702702703,0.844981139469947,1.7741,20.7813533333333,1.024004,-60.1250038146973,-60.1770858764648,-66.00625,107.425568,0.0608200000000001,1.77342,20.7806533333333,1.02342,14.7187509536743,18.7604173024495,29.1500007629395,55.1562495529652,0.034227941185236,1.555728,-81.5937530517578,520,494.000010172526,0,1.77308,20.78032,1.023124,-39,-37.2083346048991,-52.4062538146973,1.77416,20.78138,1.555728,-60.2812538146973,-60.25,-81.5937530517578,1.28281784644514,1.20659145145467,1.28214227778747,-87.6250076293945,-81.5586090087891,95.1562507629395,"Inhibitory",79.4895481985948
"344",0.0979197864960095,67.1592857142857,0.0200000078201297,1.05858,3.30494833333333,1.02514333333333,-48.25,-49.0625012715658,-52.7500012715658,210.964864,0.0196500000000002,1.0559,3.302935,1.02352166666667,35.40625,49.6770846048991,47.5,151.562497019768,0.0824915841221809,1.50902833333333,-73.2708333333333,190,57.0416679382324,0,1.05544,3.302535,1.02317166666667,-38.78125,-37.6041679382324,-44.5208333333333,1.06787,3.34561166666667,1.50902833333333,-50.5937538146973,-57.3020846048991,-73.2708333333333,3.66136832151455,4.16009729039956,4.00184455370721,-88.8125,-71.391845703125,100.250001271566,"Excitatory",14.8899737298321
"345",0.0233129948063642,41.5130434782609,0.295427440343588,1.07449,2.275845,1.02533166666667,-50.96875,-48.4062525431315,-51.6666698455811,214.675552,0.017215,1.07209,2.27294333333333,1.02329416666667,45.3125,44.3645846048991,50.3697942097982,332.477658987045,0.0149144968017936,1.71261916666667,-69.9062525431315,50,31.2916666666667,419.999969482422,1.07168,2.27248166666667,1.02296666666667,-36.7187538146973,-30.8958346048991,-43.7291679382324,1.085105,2.29829666666667,1.71261916666667,-54.4375038146973,-55.7812525431315,-69.9062525431315,3.80951991624795,3.1854421568008,4.55989961992818,-101.093757629395,-67.9460296630859,102.036464055379,"Excitatory",24.088814411395
"346",0.103914187597798,153.395,0.0683593821525545,1.17049,5.68086166666667,1.026055,-45,-45.5729204813639,-49.5390653610229,102.552104,0.0811250000000001,1.166895,5.67806333333333,1.02351125,36.0000038146973,42.0416679382324,41.0625038146973,125.937506556511,0.0573241859674454,1.56938,-78.8906269073486,150,116.416669209798,1320,1.166425,5.67761333333333,1.0230975,-35.8437538146973,-36.5208346048991,-48.0859403610229,1.21119,5.730415,1.56938,-54.6875038146973,-56.8854204813639,-78.8906269073486,3.95220515218526,3.78665267985868,4.01837869434169,-92.0625,-78.1010055541992,90.6015691757202,"Excitatory",6.51911731151602
"348",0.00134575928166883,20.4914444444444,0.903794794523542,1.839055,15.6194016666667,1.023969,-62.375,-60.7291679382324,-65.5062545776367,115.145696,0.0712700000000002,1.83828,15.61867,1.023333,8.12500095367432,19.2187519073486,26.6750015258789,71.8751177191734,0.0232932921499014,1.655788,-82.0562530517578,390,364.958312988281,880,1.83793,15.6183483333333,1.023065,-34.7500038146973,-34.8750038146973,-48.7375022888184,1.83908,15.61947,1.655788,-62.5,-60.8437525431315,-82.0562530517578,1.05581799194346,1.22077108937814,1.3162588242171,-88.96875,-80.8073272705078,92.1812561035156,"Inhibitory",48.8008545571866
"351",0.0544789975287089,164.649,0.0344696971043411,1.157125,2.0666,1.02462333333333,-58.8750038146973,-58.0312512715658,-61.5416692097982,311.605952,0.04545,1.155575,2.065065,1.02331666666667,36.75,40.0416692097982,32.6250025431315,485.000014305115,0.0322718136012554,1.58587333333333,-68.1041692097982,30.0000019073486,26.1250006357829,279.999979654948,1.155115,2.06459833333333,1.022955,-37.34375,-36.1666679382324,-41.6354192097982,1.15717,2.06674666666667,1.58587333333333,-58.9375,-58.2083371480306,-68.1041692097982,2.45739275705611,2.4737935320407,2.35634662617868,-102.15625,-67.0113220214844,94.1666717529297,"Inhibitory",6.07352610705197
"353",0.0255161594574623,76.3208333333333,0.179905338021957,1.11488,7.45594333333333,1.025355,-47.5937538146973,-48.5625038146973,-54.2008961268834,128.255456,0.0544250000000002,1.112805,7.45390833333333,1.02351357142857,40.9375038146973,41.2812525431315,43.7633950369699,134.21867787838,0.0976739972829819,1.37495214285714,-78.0401796613421,190,160.791666666667,930,1.112255,7.45335333333333,1.02304714285714,-31.40625,-31.864585240682,-47.2723246983119,1.135235,7.47882333333333,1.37495214285714,-49.125,-52.2187512715658,-78.0401796613421,2.36174356883988,2.20608960208409,2.52586235590447,-91.8125076293945,-76.8444442749023,97.9642911638533,"Excitatory",13.1025823005951
"356",0.0131235670638737,60.1221875,0.269935686069357,1.083365,8.48237,1.028193,-46.6250038146973,-48.5625,-58.3125030517578,123.479544,0.0242200000000001,1.08135,8.47848,1.023395,28.9062519073486,32.109375,31.3312515258789,112.187504768372,0.0678921714425087,1.49588,-71.7000030517578,190,186.4375,640,1.08092,8.47799,1.02299,-39.6875038146973,-38.5468769073486,-41.4625015258789,1.091605,8.4894575,1.49588,-50.8125,-51.7812519073486,-71.7000030517578,3.02183142612864,3.2456711884546,2.25568777571419,-83.4375,-70.7862167358398,89.6437545776367,"Inhibitory",16.6327946733475
"363",0.0442867069260407,92.924,0.299532101877648,1.14152,4.56934,1.02461666666667,-61.5937538146973,-61.8229204813639,-62.6979198455811,188.7088,0.0473000000000001,1.14006,4.56775333333333,1.02350666666667,42.5,43.6354204813639,38.2135435740153,216.718822717667,0.0732740610837936,1.49781333333333,-72.8750038146973,110,88.7083333333333,700,1.13956,4.56725333333333,1.02308333333333,-43.8125038146973,-41.1979179382324,-45.4062519073486,1.1417,4.56954666666667,1.49781333333333,-61.8437538146973,-62.0104192097982,-72.8750038146973,2.42819456470156,2.43772068685903,2.06886589564789,-95.375,-71.9751281738281,100.911463419596,"Inhibitory",10.7614825018295
"373",0.0112589502031591,95.0088888888889,0.152747249209409,1.25092,3.48384666666667,1.02594,-51.1875038146973,-52.7604192097982,-55.2291679382324,249.948128,0.0546200000000001,1.24742,3.48072,1.02361333333333,46.5,47.0729179382324,44.7708358764648,203.906327486038,0.0947432816028595,1.78088666666667,-71.8750025431315,90,61.5000025431315,0,1.24698,3.48028666666667,1.02323333333333,-42.9375038146973,-43.2500012715658,-47.375,1.28714,3.52321333333333,1.78088666666667,-56.9062538146973,-58.7604204813639,-71.8750025431315,4.98288455754513,4.82387475876423,4.41016020533869,-93.625,-71.2786102294922,100.000003814697,"Excitatory",10.5253309631847
"380",0.0180102392902815,111.531875,0.142837036333493,1.245585,4.98653,1.0256175,-45.9375,-48.4166666666667,-53.4453153610229,124.02236,0.0886900000000002,1.2426,4.98455,1.02355125,17.2812519073486,31.4166673024495,20.625,154.687494039536,0.0369148589670658,1.6340775,-82.1562519073486,90,99.0833333333333,0,1.24208,4.98409166666667,1.02313875,-34.59375,-35.625,-38.2734394073486,1.29539,5.02648833333333,1.6340775,-58.8750038146973,-58.6145858764648,-82.1562519073486,2.67829625928504,2.86203534577025,2.60300539271555,-98.90625,-81.3229217529297,74.0703153610229,"Excitatory",8.96604670189576
"399",0.030713633529638,75.905,0.214566475868779,1.1403,2.42207166666667,1.024683,-46.5312538146973,-48.6250012715658,-52.7375030517578,189.376096,0.03189,1.138445,2.42017666666667,1.023213,47.125,48.7604192097982,48.8750030517578,232.812494039536,0.100696012377739,1.5582,-65.2875030517578,50,35,251.999981689453,1.138035,2.419785,1.022883,-36.4062538146973,-35.5625,-44.1812515258789,1.173395,2.44637666666667,1.5582,-55.7187538146973,-55.96875,-65.2875030517578,3.27865883713732,3.36306624653769,3.53498059523366,-91.2812576293945,-64.3289031982422,101.612506103516,"Excitatory",13.1743626902049
"403",0.00174079361419356,13.7625,0.664687481187279,1.15813,10.1581075,1.02423166666667,-58.6562538146973,-57.1250019073486,-61.9270858764648,117.1574,0.035345,1.157175,10.1571925,1.02342833333333,8.75,17.7187509536743,18.1979179382324,95.9821417927742,0.0352624356746674,1.44715333333333,-75.7395833333333,209.999984741211,228.437515258789,0,1.15682,10.1568575,1.02315333333333,-33.34375,-32.7187519073486,-44.3333371480306,1.158345,10.15871,1.44715333333333,-58.9375,-57.5781269073486,-75.7395833333333,1.16045998777225,1.23771311954198,1.3460910208496,-95.5000076293945,-75.1253509521484,80.1250038146972,"Inhibitory",72.661217075386
"410",-0.03144103939383,77.7916666666667,0.222767857142857,2.01116,3.77542,1.02602,-43.21875,-44.2031269073486,-51.0156288146973,297.908576,0.0138,2.00888,3.77326,1.02375,32.15625,35.1250019073486,33.7187519073486,195.089280605316,0.0982809737324715,1.3868,-71.1093826293945,90,68.875,320,2.00828,3.77272,1.0233,-34.59375,-38.2343769073486,-44.421875,2.01964,3.79903,1.3868,-44.28125,-45.6093769073486,-71.1093826293945,2.56555384631101,3.28733519380531,3.34566362873336,-93.0625076293945,-70.4354019165039,84.7343807220459,"Inhibitory",12.8548473486877
"423",0.00208934252760291,29.6682142857143,0.819338261358163,1.675855,10.3233925,1.023857,-64.3125,-59.6718769073486,-64.8937515258789,133.1606,0.16467,1.67516,10.322595,1.023301,8.90625095367432,7.90625071525574,19.525,109.999999403954,0.0915253385901451,1.431222,-75.0250015258789,200,232.562515258789,104,1.674865,10.322265,1.023068,-37.6875038146973,-32.3750028610229,-45.9187522888184,1.675865,10.3234875,1.431222,-64.40625,-59.7812538146973,-75.0250015258789,1.13899407731033,1.02494205259121,1.23136699597308,-85.71875,-74.1160736083984,84.4187515258789,"Inhibitory",33.7061068242828
"424",0.0190160693201317,29.948125,0.696521724154683,1.118335,2.20775833333333,1.03151166666667,-58.9062538146973,-58.4895858764648,-59.1562525431315,441.202464,0.017455,1.117305,2.206655,1.03045833333333,25.6562519073486,29.5729173024495,27.9687512715658,380.781233310699,0.218152210116386,1.30766166666667,-69.7187525431315,29.9999980926514,29.625,300,1.11694,2.20626333333333,1.030115,-41.5312538146973,-39.5833358764648,-39.8958346048991,1.118435,2.20788666666667,1.30766166666667,-59.0625038146973,-58.6875012715658,-69.7187525431315,1.6689931708412,1.69030579443248,1.66107738416876,-98.65625,-69.4236221313477,87.1250038146973,"Inhibitory",33.3910720621074
"438",0.216747636176369,73.2266666666666,0.25240826786994,1.08556,4.01382,1.02489,-45.0937538146973,-45.7187525431315,-50.2343778610229,213.1416,0.0355400000000001,1.08376,4.01178,1.023515,37.5,37.7187512715658,40.7343769073486,242.031246423721,0.0318112708628178,1.58474,-73.7031288146973,130,74.75,580,1.0833,4.01131333333333,1.023135,-33.40625,-33.1041679382324,-46.1484394073486,1.10056,4.03241333333333,1.58474,-45.9062538146973,-51.3750025431315,-73.7031288146973,3.44128567900907,3.11140790899051,3.7711756856801,-101,-73.0221557617188,90.9687547683715,"Excitatory",13.6562272396213
"440",0.00354742616062102,11.949156626506,1.1672134045558,1.03235,8.56719666666667,1.02394166666667,-76.84375,-65.6979192097982,-71.7083358764648,181.62328,0.00569500000000001,1.031775,8.5666,1.02336833333333,17,14.5104166666667,15.8333336512248,99.0623831748962,0.0307512935250998,1.18674,-76.9583333333333,220,188.666666666667,0,1.031445,8.56630333333333,1.02308833333333,-53.1562538146973,-40.21875,-54.1145858764648,1.03241,8.567225,1.18674,-76.96875,-65.8229192097982,-76.9583333333333,1.05306573761373,1.12733126458272,1.17417565844725,-100.28125,-76.7705001831055,87.5416695276896,"Inhibitory",83.687914658493
"453",0.000475832032125765,75.3683333333333,0.237473393888109,1.821585,4.697935,1.025089,-51.6875,-49.8020871480306,-54.2812530517578,117.050672,0.0510650000000001,1.82,4.69633166666667,1.023526,50.71875,52.7812525431315,50.4625030517578,137.812420725822,0.174926429986954,1.102866,-69.21875,70,91.9166666666667,580,1.81954,4.69589,1.02311,-46.34375,-45.7500038146973,-48.8125015258789,1.8884,4.75611333333333,1.102866,-57.3750038146973,-52.9270871480306,-69.21875,3.16394709064793,3.3472189683371,3.11458237089219,-83.5937576293945,-68.4113006591797,104.743756103516,"Excitatory",13.2681718670529
"461",-0.0259170338785166,79.5145454545455,0.257084543871694,1.85968,9.41548666666667,1.02766,-52.40625,-49.7395846048991,-58.5625038146973,153.942848,0.10944,1.85422,9.41114,1.0235,13.8750009536743,17.8750019073486,28.9687519073486,103.749997913837,0.0643111392855644,1.22984,-76.4062576293945,239.999984741211,209.75,780,1.85366,9.41056666666667,1.02312,-35.7812538146973,-36.6979166666667,-44.1875,1.86364,9.42148666666667,1.22984,-54,-53.0520871480306,-76.4062576293945,3.787363979762,3.86380649894892,2.87560361362339,-88.15625,-75.7403869628906,87.5312557220459,"Excitatory",12.5763153682574
