"","adaptation","avg_isi","f_i_curve_slope","latency","ri","sag","tau","vrest","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square","height_long","L_tg"
"254",0.0296417935,62.0183333333,0.2523109244,0.029715,144.687533379,0.0101551265,16.5931222158,-61.4261207581,16.1242643304,81.605,-49,79.09,35.8437538147,70,78.585,-34.6875,92.695,-53.28125,3.0914355399,84.8437538147,"L5tg"
"256",0.01582228,93.5061111111,0.1284237726,0.07467,131.093755364,0.0597853959,24.7628804764,-77.7642974854,10.6944881796,229.365,-52.6562538147,225.28,39.3437538147,90,224.83,-38.78125,271.675,-62.34375,4.4080738425,92.0000076294,"L5tg"
"257",0.0088135924,76.3745454545,0.1902654834,0.0713,200.156211853,0.0591901094,28.8503721705,-72.7270736694,13.0933676142,493.56,-47.4062538147,490.04,35.4687538147,50,489.54,-37,531.74,-58.4062538147,3.2895535054,82.8750076294,"L5tg"
"259",0.0979197865,67.1592857143,0.0200000078,0.01965,151.56249702,0.0824915841,17.3521689109,-71.3918457031,14.8899737298,38.58,-48.25,35.9,35.40625,190,35.44,-38.78125,47.87,-50.5937538147,3.6613683215,83.65625,"L5tg"
"260",0.1039141876,153.395,0.0683593822,0.081125,125.937506556,0.057324186,20.8820934116,-78.1010055542,6.51911731152,150.49,-45,146.895,36.0000038147,150,146.425,-35.8437538147,191.19,-54.6875038147,3.9522051522,81.0000038147,"L5tg"
"261",0.0295945765,73.8929166667,0.1988903278,0.029175,97.187384963,0.1956605017,12.3553537849,-70.7032394409,13.5330968801,68.555,-46,66.54,34,140,66.055,-39.7500038147,107.3,-56,3.1639686278,80,"L5tg"
"262",0.0269525533,81.8859090909,0.1800233645,0.075775,159.531250596,0.0344274789,25.1125429018,-79.6815643311,12.2121133062,528.23,-51.03125,523.555,33.875,50,522.99,-35.96875,578.325,-60.4375,4.0843144473,84.90625,"L5tg"
"263",0.0223981015,85.0245454545,0.1029761956,0.058865,139.687538147,0.029876072,27.6047277572,-63.8380661011,11.7613095684,116.185,-48.875,111.975,31.6875019073,130,111.395,-38.28125,128.295,-52.15625,3.987668409,80.5625019073,"L5tg"
"264",0.1134402018,86.349,0.2060606316,0.050605,146.406248212,0.0493269563,23.2283383879,-77.6622772217,11.5809100279,143.575,-43.8125038147,141.86,46.90625,110,141.445,-37.71875,188.845,-51.375,3.6176181454,90.7187538147,"L5tg"
"265",0.0168667895,61.2356666667,0.1547618982,0.04051,93.75,0.1759252697,16.2139673128,-76.0012969971,16.3303521368,72.845,-47.3437538147,71.085,40.0000038147,170,70.685,-42.0000038147,106.075,-54,3.2465301047,87.3437576294,"L5tg"
"267",0.1739393312,82.904,0.1225368732,0.0343,267.968744039,0.1054822654,34.1245300885,-80.1675643921,12.0621441667,123.58,-48.1562538147,120.9,33.59375,70,120.32,-35.03125,157.94,-57.03125,2.7717877043,81.7500038147,"L5tg"
"268",0.0929322943,101.343333333,0.1547619048,0.04745,215.624928474,0.0188374985,31.5536223492,-71.1050338745,9.86744729139,131.05,-49.7187538147,128.27,33.5625,90,127.83,-36.5,151.2,-54.40625,3.387519999,83.2812538147,"L5tg"
"269",0.2798290598,87.75,0.0444444403,0.05044,141.562610865,0.0726919919,18.7788583406,-76.4054412842,11.396011396,105.385,-44.5625038147,101.465,36.1562538147,190,101.02,-32.0312538147,130.58,-51.53125,3.4473208755,80.7187576294,"L5tg"
"271",1,64.985,0.0802083249,0.04376,94.3750739098,0.0468432941,15.5961482196,-68.6219024658,15.3881665,78.135,-46.59375,75.475,35.5,290,75.02,-33.7812538147,87.78,-50.5,3.5442468637,82.09375,"L5tg"
"272",0.1506819303,117.956666667,0.1045454588,0.059775,128.90625,0.0993512869,26.2819927496,-73.0203781128,8.47768954701,102.24,-45.03125,98.16,22.0312519073,130,97.64,-34.4062538147,137.61,-53.71875,2.893732392,67.0625019073,"L5tg"
"273",0.0521251995,103.772222222,0.2211538462,0.034375,158.035814762,0.0683922395,17.8273180408,-71.477355957,9.63649017614,130.435,-46.15625,128.655,38.5625038147,130,128.245,-33.3750038147,148.685,-52.4375038147,2.722549065,84.7187538147,"L5tg"
"274",0.0267317212,94.2335,0.1642857143,0.056125,166.250005364,0.1662214994,23.1827548874,-69.4028549194,10.6119373683,177.855,-47.75,176.355,43.9375,70,175.93,-36.84375,217.065,-57.2812538147,2.9741942344,91.6875,"L5tg"
"275",0.0330282831,79.2636363636,0.175892864,0.06008,129.776865244,0.1384126991,18.6729106982,-78.4465026855,12.6161257025,206.505,-48.03125,203.965,33.3125038147,90,203.585,-35.34375,252.59,-59.7812538147,3.1247076057,81.3437538147,"L5tg"
"276",0.027104301,48.5865789474,0.3163556531,0.02448,339.062571526,0.0973013043,24.8041949599,-67.7243728638,20.5818154244,127.535,-48.0625038147,125.39,31.7500019073,40,124.935,-38.9375,171.365,-54.5937538147,2.6642604896,79.812505722,"L5tg"
"277",0.000475832,75.3683333333,0.2374733939,0.051065,137.812420726,0.17492643,20.3768973721,-68.4113006592,13.2681718671,801.585,-51.6875,800,50.71875,70,799.54,-46.34375,868.4,-57.3750038147,3.1639470906,102.40625,"L5tg"
"278",0.0744861953,97.8427777778,0.2,0.0464,170.781180263,0.0273176432,20.0068022966,-72.5783004761,10.2204784319,100.275,-45.4375038147,97.37,34.15625,90,96.855,-34.625,126.3,-49.5000038147,3.7953221718,79.5937538147,"L5tg"
"279",1,49.905,0.0108209012,0.03722,101.562574506,0.0585205704,15.3165200563,-77.6154632568,20.0380723374,73.03,-48.7500038147,70.2,31.0937519073,330,69.66,-33.8125,83.59,-50.1875038147,3.1546793315,79.843755722,"L5tg"
"280",0.0032079635,50.3721052632,0.2103449072,0.025115,98.3444213867,0.1928599477,13.6589096926,-68.2019271851,19.8522574106,57.15,-51.9687538147,55.75,23.5937519073,150,55.295,-43.78125,87.37,-55.7187538147,2.0943282172,75.562505722,"L5tg"
"283",0.2248069461,98.1166666667,0.0969737789,0.045665,164.218783379,0.0750427693,17.1019390996,-76.1374206543,10.1919483608,100.255,-44.7812538147,96.61,42.1875,130,96.18,-34.875,138.56,-53.0000038147,3.6121828153,86.9687538147,"L5tg"
"284",0.0360390731,110.28625,0.1212121285,0.073425,115.781329572,0.1137753576,20.045260178,-75.1748199463,9.06731346836,163.15,-43.6875038147,160.73,32.71875,130,160.275,-37.34375,215,-53.9375038147,3.2048788725,76.4062538147,"L5tg"
"285",0.0284554053,102.525,0.1368804665,0.06842,226.562425494,0.0979147926,32.807554557,-73.26587677,9.75371860522,176.555,-45.5000038147,174.405,23.7500019073,50,173.845,-36.4062538147,227.725,-57.65625,2.5873784261,69.250005722,"L5tg"
"287",0.0362030289,77.0054545455,0.1824803109,0.05864,213.750079274,0.0653698221,30.5055063301,-70.960609436,12.9860930749,263.46,-47,260.06,32.5000038147,59.9999961853,259.58,-36.7187538147,324.96,-54.4375038147,4.455772231,79.5000038147,"L5tg"
"288",0.1892336382,93.7166666667,0.170120899,0.024975,436.71888113,0.0639035106,45.3610918055,-58.3095245361,10.6704606082,64.67,-50.9062538147,61.245,23.125,30.0000019073,60.635,-32.78125,86.77,-55.34375,2.2096504774,74.0312538147,"L5tg"
"289",0.0181273967,77.06875,0.1806818245,0.049725,109.843634069,0.1881266385,16.956399784,-75.0866622925,12.9754277836,104.575,-48.4687538147,103.305,47.0000038147,150,102.91,-41.3750038147,156.575,-53.3125038147,3.0269697689,95.4687576294,"L5tg"
"290",0.0266305931,100.808333333,0.1196428634,0.07263,113.281257451,0.0807848945,22.4541160442,-77.2494049072,9.91981483013,142.19,-49.0625,138.89,31.0000019073,110,138.43,-37.71875,183.735,-57.34375,3.660713243,80.0625019073,"L5tg"
"292",0.1587516235,81.548,0.1102124291,0.04437,157.500043511,0.0933771506,21.9469476709,-74.5154037476,12.2627164369,93.82,-48.4687538147,90.735,38.8750038147,110,90.265,-37.5,113.875,-52.2187538147,4.0153479092,87.3437576294,"L5tg"
"293",0.0095073086,79.9181818182,0.1696095076,0.06408,130.312532186,0.0329664536,20.498393152,-67.2591934204,12.5127971789,932.82,-50.15625,929.88,37.5625,70,929.42,-39.15625,961.46,-58.15625,3.9256725762,87.71875,"L5tg"
"294",0.0611329397,127.561428571,0.1440660403,0.049985,75.6250023842,0.2082295418,15.1601907652,-70.3271865845,7.8393603082,118.085,-42.75,115.895,42.0000038147,209.999984741,115.505,-39.15625,168.855,-53.3750038147,3.6039451917,84.7500038147,"L5tg"
"295",0.0846457179,131.1225,0.1662581846,0.090405,140.468791127,0.0548031926,20.5879705006,-75.9048919678,7.62645617648,218.145,-44.1562538147,214.4,31.5,110,213.94,-31.0937519073,264.625,-52.9062538147,3.8572879747,75.6562538147,"L5tg"
"296",0.0917128299,73.97625,0.2081693059,0.0443,193.281248212,0.0893409029,25.6384772994,-77.2745437622,13.5178520133,133.57,-48.8437538147,132.145,37.4375038147,100,131.73,-37.5937538147,194.985,-53.4687538147,2.8107646052,86.2812576294,"L5tg"
"297",0.0019687691,118.630714286,0.1936058683,0.066365,80.3125798702,0.1708509177,13.2719447786,-71.4556655884,8.42952017967,730.325,-48.4375038147,728.685,42.8750038147,190,728.32,-41.1875038147,758.765,-55.0625038147,3.0848607096,91.3125076294,"L5tg"
"298",0.1007404005,82.6481818182,0.18,0.031125,332.812458277,0.0559259318,26.9592504555,-74.8909378052,12.0994797224,63.525,-46.7187538147,61.05,22.8750019073,70,60.47,-40.21875,103.16,-48.2187538147,2.7762995459,69.593755722,"L5tg"
"299",0.0339354609,105.8175,0.1498134328,0.05054,176.339313388,0.1318251491,23.2229100399,-69.7545013428,9.45023271198,104.02,-43.875,102.06,38.8750038147,90,101.64,-31.0000019073,130.58,-54.5000038147,3.180070432,82.7500038147,"L5tg"
"300",0.0500393597,45.90425,0.2827127858,0.046195,237.6562953,0.1138931736,24.8947147944,-75.7492904663,21.7844752937,305.82,-47.5000038147,304.045,27.5312519073,60.0000038147,303.52,-42.28125,363.85,-54.3437538147,2.4694016135,75.031255722,"L5tg"
"301",0.0677642414,96.0311111111,0.1747596317,0.032395,143.348321319,0.1129425913,17.3954122577,-77.2986679077,10.4132919887,63.03,-56.9375038147,61.33,39.4375038147,110,60.895,-45.3437538147,87.62,-59.3750038147,3.4794353312,96.3750076294,"L5tg"
"302",1,49.125,0.1341386558,0.034465,146.718755364,0.0478804708,20.8098833517,-76.0803756714,20.3562340967,60.915,-48.65625,58.785,31.7812519073,190,58.37,-39.84375,80.53,-54.21875,2.9823366857,80.4375019073,"L5tg"
"304",0.0203495168,62.87,0.1931818182,0.04736,133.616149425,0.0384177193,19.8759000792,-69.9344177246,15.9058374423,348.37,-47.5,344.4,42.25,50,343.98,-36.28125,406.805,-57.5312538147,3.989207835,89.75,"L5tg"
"306",0.032339618,55.895,0.25,0.038685,213.124960661,0.0295581277,20.5677674593,-76.9283905029,17.8906878969,92.495,-49.0000038147,89.795,17.2500019073,70,89.235,-40.6250038147,119.07,-54.0312538147,3.0429334796,66.250005722,"L5tg"
"307",0.0086853313,56.3541176471,0.2067351561,0.0412,192.499995232,0.0993435383,24.9436757584,-74.2431030273,17.7449322561,166.76,-51.0937538147,164.34,40.3125038147,59.9999961853,163.92,-42.34375,213.16,-60.1562538147,4.3522414326,91.4062576294,"L5tg"
"309",0.0207597174,79.265,0.1541964385,0.07411,173.124969006,0.0914223418,25.7879458292,-77.813873291,12.6159086608,167.885,-46.25,162.32,38.0000038147,90,161.72,-37.7812538147,206.11,-52.3125,4.1657922456,84.2500038147,"L5tg"
"310",0.0198464248,137.9125,0.0997193035,0.120345,105.000078678,0.0216580909,22.5945108648,-77.271156311,7.25097434968,268.115,-47.0000038147,264.295,49.0937538147,130,263.9,-37.1250038147,314.06,-58.15625,4.6772020823,96.0937576294,"L5tg"
"313",0.0146677685,57.0815625,0.2902143903,0.064105,149.519309402,0.0320296884,28.1226515066,-76.7724685669,17.5187916413,172.635,-44.5312538147,170.82,39.7500038147,50,170.44,-32.0625,215.85,-53.9375038147,3.5388814059,84.2812576294,"L5tg"
"314",0.0566028652,81.5690909091,0.1693527988,0.03303,122.187539935,0.2755068839,17.3801509965,-66.0431060791,12.2595457281,97.555,-46.5,95.465,33.8125,90,94.935,-38.4062538147,151.09,-56,2.9008821514,80.3125,"L5tg"
"315",0.0269213213,78.1066666667,0.1686023705,0.05536,143.593862653,0.0808621943,19.0040971369,-77.3134155273,12.8030044384,190.16,-47.0937538147,188,35.4375038147,100,187.54,-38.3437538147,230.26,-57.5625038147,3.411549724,82.5312576294,"L5tg"
"316",0.307736654,86.73,0.1179047553,0.02232,151.093780994,0.0345000289,15.0420671304,-69.4515762329,11.5300357431,52.875,-38.6875,49.085,29.5,249.999984741,48.335,-30.8437519073,64.025,-41.59375,3.398680726,68.1875,"L5tg"
"317",0.0030326778,62.0013333333,0.2132588607,0.031875,119.374923408,0.1596059799,16.0924509911,-67.953086853,16.1286854046,161.72,-52.1250038147,160.31,48.3125038147,80,159.905,-46.7812538147,206.23,-59.8125,3.1600555038,100.437507629,"L5tg"
"318",0.3828773828,264.316666667,0.1535714353,0.046585,189.687535167,0.1462532878,17.773785589,-75.4081039429,3.78334068983,114.2,-39,111.835,22.0625,110,111.37,-30.90625,143.735,-50.9062538147,2.5174069656,61.0625,"L5tg"
"319",1,327.96,0.1343749924,0.05943,113.750115037,0.2139548808,14.4014285584,-75.2158737183,3.04915233565,78.35,-40.375,75.945,32.78125,190,75.425,-39.0312538147,155.045,-54,3.5182866976,73.15625,"L5tg"
"320",1,140.73,0.002463192,0.10863,151.562646031,0.0386723652,22.3812942284,-77.8381347656,7.10580544305,270.12,-45.0312538147,264.345,33.1875,130,263.76,-33.40625,323.52,-54.25,4.8153308206,78.2187538147,"L5tg"
"321",0.0551576636,128.938333333,0.1557242991,0.09216,140.937611461,0.0726220906,20.2817158561,-76.5253677368,7.7556454636,230.68,-47.125,226.78,37.625,90,226.275,-35.59375,282.39,-55.09375,4.1983029988,84.75,"L5tg"
"322",0.0048217804,72.5384615385,0.1550892933,0.028025,157.031327486,0.0059356811,8.52965758001,-68.5474395752,13.7857900318,107.045,-53.7812538147,100.62,27.6250019073,110,100.16,-35.5625,114.31,-56.8125038147,3.7164701068,81.406255722,"L5tg"
"323",0.1993933428,151.493333333,0.1363793097,0.0501,135.312497616,0.1140901595,16.338332716,-69.0844650269,6.60095053688,98.815,-43.2500038147,96.31,36.25,210,95.85,-27.3750019073,118.07,-48.90625,3.1363951811,79.5000038147,"L5tg"
"324",0.5423579673,307.1,0.1553466075,0.03378,136.562421918,0.1326381862,14.1818948651,-80.0506210327,3.25626831651,65.16,-47,62.98,40.7812538147,210,62.44,-33.96875,66.12,-47.8750038147,2.7189014122,87.7812538147,"L6atg"
"325",0.0092892927,60.1843333333,0.2173949196,0.06071,151.562616229,0.149849534,14.6088103604,-76.2948379517,16.6156197903,448.86,-49.53125,446.59,25.5312519073,120.000007629,446.065,-39.5312538147,474.74,-55.0937538147,2.4319977954,75.0625019073,"L6atg"
"326",1,1000,0.0054491508,0.00999,192.053586245,0.0073593408,23.1352112096,-66.3029708862,1,22.855,-52.2187538147,20.985,29.0000019073,140,20.515,-39.6875038147,23.05,-52.5000038147,2.4746264682,81.218755722,"L6atg"
"327",0.0260136954,84.2527272727,0.1746212138,0.04248,160.156279802,0.1646226496,14.9630881567,-76.3359832764,11.8690519865,180,-46.90625,177.5,33.3750038147,170,176.84,-33.65625,202.54,-48.03125,2.4592183831,80.2812538147,"L6atg"
"328",1,1000,0.01461039,0.02006,194.218784571,0.1414680332,17.9649075208,-77.8036346436,1,44.94,-43.40625,42.88,28.1875019073,190,42.26,-29.2187519073,797.86,-46.65625,2.1574245857,71.5937519073,"L6atg"
"329",0.5957585165,293.97,0.2038612644,0.02812,248.125046492,0.178474471,22.1116708312,-72.4742507935,3.40170765724,63.9,-46.6875038147,61.37,37.25,90,60.745,-37,73.475,-48.4687538147,2.754261032,83.9375038147,"L6atg"
"332",0.0237073068,51.0925,0.3485211407,0.0266,147.499918938,0.1379958093,14.9430428134,-74.173248291,19.5723442775,86.795,-55.8125038147,85.13,45.9687538147,90,84.665,-47.0937538147,121.42,-58.0312538147,2.6555707356,101.781257629,"L6atg"
"333",1,83.18,0.1568855135,0.031845,145.624890924,0.0955294892,15.7585495358,-69.3971939087,12.0221207021,69.545,-47.2500038147,67.715,45.875,110,67.25,-35.1875,93.325,-53.7187538147,2.4844170064,93.1250038147,"L6atg"
"334",1,1000,-3.86004028867e-19,0.0136,89.5832106471,0.1518599391,9.7215596407,-76.8494796753,1,22.4,-48.34375,20.985,34.78125,290,20.53,-40.53125,29.805,-49.1875038147,2.4712835169,83.125,"L6atg"
"335",0.0320279014,45.110952381,0.2093023361,0.017515,151.56288445,0.1120072529,12.5977240256,-78.5200042725,22.1675656846,43.195,-47.5625038147,40.79,20.3125019073,180,40.16,-37.7812538147,43.195,-47.5625038147,2.5249961541,67.875005722,"L6atg"
"336",0.0539655045,73.9578571429,0.1676254174,0.038035,138.258814812,0.1186074466,15.8888819551,-72.4948730469,13.5212138187,69.385,-46.9375038147,67.535,43.6875038147,180,67.055,-32.2500038147,88.135,-48.71875,2.3125413509,90.6250076294,"L6atg"
"337",0.0101593609,61.953,0.2355010661,0.0387,254.062503576,0.2895115018,21.8799708324,-77.1006546021,16.1412683809,98.045,-53.8125,95.835,29.375,70,95.37,-42.4687538147,114.76,-58.9375,2.921404395,83.1875,"L6atg"
"338",0.0314171806,80.3122727273,0.1495290716,0.046135,146.093830466,0.0842964947,13.7048037855,-73.2192153931,12.4513971033,77.85,-44.3750038147,75.845,30.0937519073,190,75.375,-32.2500038147,90.815,-45.53125,2.354592213,74.468755722,"L6atg"
"341",0.006833305,93.3938888889,0.1726190476,0.089995,219.999998808,0.1123706996,23.8237256885,-75.9695968628,10.707338691,230.13,-49.0625,226.7,33.625,70,226.16,-34.5,254.825,-54.9375,3.298298978,82.6875,"L6atg"
"342",1,41.42,0.1249999999,0.0295,160.468786955,0.1241720691,15.9091840799,-77.1066818237,24.1429261226,58.06,-44.6250038147,55.34,32.84375,210,54.7,-31.4375019073,59.26,-45,2.9365881401,77.4687538147,"L6atg"
"343",-0.1928444975,485.78,0.1209219853,0.01792,162.812456489,0.1143226027,19.1271703565,-75.4487686157,2.05854502038,49.78,-46,47.6,41.5625,210,47.06,-35.34375,50.1,-46.25,2.8310441167,87.5625,"L6atg"
"344",0.0255161595,76.3208333333,0.179905338,0.054425,134.218677878,0.0976739973,15.4246382179,-76.8444442749,13.1025823006,94.88,-47.5937538147,92.805,40.9375038147,190,92.255,-31.40625,115.235,-49.125,2.3617435688,88.5312576294,"L6atg"
"345",0.0537100688,135.660714286,0.1914772549,0.03096,119.374968111,0.1256251335,12.5231358808,-79.4126281738,7.37133078847,66.48,-51.4375,63.76,34.5625038147,230,63.255,-38.03125,79.085,-54.5000038147,2.9497624737,86.0000038147,"L6atg"
"347",0.0122753506,92.2345,0.1917233627,0.037875,188.12507391,0.1371909827,18.7583573854,-74.7404403687,10.8419300804,65.24,-54.8125038147,63.11,45.6562538147,70,62.58,-46.2812538147,79.23,-55.5312538147,3.6234669702,100.468757629,"L6atg"
"350",0.0106580757,39.4422916667,0.3056818364,0.043795,220.781207085,0.2110567391,16.3963969052,-70.1241836548,25.3534964056,126.84,-47.84375,124.695,31.1875,70,124.175,-31.8437519073,146.935,-49.6875,2.553382345,79.03125,"L6atg"
"351",0.0150098763,53.5364705882,0.213888898,0.065525,245.312705636,0.119957462,24.0032527496,-65.2310028076,18.6788555355,434.135,-50.34375,431.385,19.53125,30.0000019073,430.87,-40.53125,471.615,-57.0937538147,2.7584284824,69.875,"L6atg"
"352",0.0259065092,93.429,0.1622663618,0.051735,172.343745828,0.1668581814,17.8252477273,-72.852104187,10.7033148166,108.77,-49.4375,106.46,30.375,130,105.92,-33.9375,139.6,-53.40625,2.4558143506,79.8125,"L6atg"
"353",0.2194884105,66.655,0.1097222145,0.030765,115.625075996,0.0224851035,14.8473252841,-69.5698165894,15.0026254595,72.62,-46.09375,70.425,29.1250019073,290,69.78,-32.0937538147,72.67,-46.1562538147,2.0295515024,75.2187519073,"L6atg"
"354",1,51.5,0.1704545529,0.02956,204.06241715,0.07012178,21.4082217427,-69.5888595581,19.4174757282,80.24,-47.625,78.72,35.6250038147,130,78.2,-33.5625,93.5,-49.7187538147,2.4652067116,83.2500038147,"L6atg"
"355",0.1091188607,95.111,0.2014610442,0.03914,191.406175494,0.0643628687,15.4400532291,-71.1436080933,10.5140309743,100.885,-41.8125,99.08,29.3125,150,98.62,-28.4687519073,130.67,-43.9687538147,2.7143383539,71.125,"L6atg"
"356",0.188154311,139.458,0.1686305732,0.024655,137.544646859,0.1324702948,14.0547357351,-71.6495666504,7.17061767701,41.15,-43.2812538147,39.165,35.40625,270,38.645,-30.5312519073,41.18,-43.375,2.615208725,78.6875038147,"L6atg"
"358",1,58.6,0.0950757729,0.03786,120.624959469,0.1176001355,12.6449060915,-80.4029312134,17.0648464164,81.68,-48.1250038147,79.24,29.59375,350,78.54,-31.40625,81.9,-48.3125038147,2.1210345546,77.7187538147,"L6atg"
"359",1,65.57,0.1499094283,0.0325,165.625080466,0.1514507979,14.2321915753,-75.5698242188,15.2508769254,86.895,-50.0625038147,84.875,47.21875,110,84.375,-38.03125,106.5,-54.3437538147,3.0888827934,97.2812538147,"L6atg"
"360",0.120438047,116.5925,0.1838624339,0.027465,131.790757179,0.1609167904,13.7837214968,-77.4934310913,8.57688101722,58.705,-48.9375038147,56.915,34.1875038147,190,56.45,-32.28125,77.405,-50.8125,2.2049847698,83.1250076294,"L6atg"
"361",1,1000,0.1360017688,0.03266,104.374997318,0.1128655896,14.3525271962,-80.711227417,1,64.8,-47.7187538147,62.16,34.71875,290,61.64,-37.1250038147,78.88,-51.6250038147,3.1222454487,82.4375038147,"L6atg"
"362",0.0833337735,131.882857143,0.0857142931,0.0533,148.437514901,0.1106079072,45.4654375999,-72.2378997803,7.58248662232,129.58,-42.4375,123.9,45,130,123.28,-36.625,161.375,-48.2812538147,4.7093360603,87.4375,"L6atg"
"363",0.0153300747,77.6633333333,0.1582589253,0.053785,127.031207085,0.162562117,14.2446446743,-78.6349716187,12.8760891025,93.79,-49.6562538147,91.745,38.0000038147,190,91.3,-38.625,118.955,-54.0312538147,2.6977301624,87.6562576294,"L6atg"
"364",0.1944797836,150.174166667,0.1704328771,0.03744,133.281290531,0.0781460628,12.2742062048,-78.923828125,6.65893490336,77.24,-48.71875,74.965,36.4062538147,230,74.445,-37.65625,94.94,-51.4062538147,3.0043500776,85.1250038147,"L6atg"
"366",0.0181605133,64.4066666667,0.228257749,0.02634,163.906291127,0.1337776482,14.2239231437,-75.3721694946,15.5263430287,63.16,-50.5,60.46,43.5000038147,130,60.02,-34.0312538147,73.4,-53.125,3.0665196829,94.0000038147,"L6atg"
"367",1,1000,0.0625,0.03918,139.062613249,0.0669399872,14.9399484218,-75.7961120605,1,55.38,-46.8750038147,53.3,30.1250019073,270,52.7,-32.40625,55.54,-47.0937538147,2.3359184497,77.000005722,"L6atg"
"368",0.0283360591,127.053571429,0.1619047691,0.098,155.156210065,0.034036506,20.8754975418,-74.0390396118,7.87069571328,232.775,-44.7187538147,230.675,28.6562519073,90,230.175,-34.6562538147,294.205,-55.9375038147,2.8463913532,73.375005722,"L6atg"
"369",0.3663835888,90.67,0.1101562399,0.04177,125.669509172,0.1103913933,13.4431120069,-80.1582565308,11.0290062865,102.83,-53.5625038147,100.84,32.125,290,100.305,-39.15625,119.38,-53.90625,2.9989527512,85.6875038147,"L6atg"
"370",0.0841486554,84.399,0.1478943594,0.03683,145.625084639,0.0313746855,15.8406459227,-67.9644393921,11.8484816171,81.93,-44.9375038147,80.725,25.28125,150,80.32,-29.7812519073,98.125,-49.0000038147,1.946830806,70.2187538147,"L6atg"
"371",0.0083090206,41.7331818182,0.269510582,0.042005,206.718668342,0.2156516314,22.6424192702,-61.2651138306,23.9617483363,155.595,-45.1250038147,153.49,28.2812519073,50,152.935,-31.96875,181.125,-48.25,2.3183181118,73.406255722,"L6atg"
"372",1,1000,0.0155303046,0.01932,144.062578678,0.1027401239,15.8092229089,-78.934173584,1,33.76,-47.9062538147,32.18,26,330,31.6,-33.5312538147,33.9,-48,2.2569312314,73.9062538147,"L6atg"
"374",0.0091525921,55.5352941176,0.2783333333,0.02666,150.156363845,0.0869927704,10.1986055903,-66.0966186523,18.006567101,199.02,-51.5000038147,195.4,42.5625038147,50,194.86,-46.0000038147,221.9,-55.84375,4.0431381903,94.0625076294,"L6btg"
"375",0.0202565352,53.3344444444,0.2278089888,0.0383,215.000107884,0.0680718347,19.4838621165,-72.8924713135,18.7496093832,261.44,-49.6562538147,258.22,38.3125038147,40,257.78,-40.53125,296.86,-57.9375038147,4.5901261618,87.9687576294,"L6btg"
"376",0.0246543952,73.405,0.1733333453,0.07042,150.468826294,0.0630087703,18.7585611336,-74.7002639771,13.6230502009,409.86,-50.71875,405.74,35.34375,110,405.24,-43.9062538147,447.78,-58.4062538147,4.7614168323,86.0625,"L6btg"
"377",0.0109126745,61.9906666667,0.369364162,0.05038,487.96877265,0.2163177431,36.6362010455,-67.8327102661,16.13146065,481.24,-54.9687538147,476.84,21.8125,10,476.14,-43.3125,536.42,-63.4687538147,3.3262789885,76.7812538147,"L6btg"
"378",0.0333816133,77.5836363636,0.1888520971,0.1441,244.687616825,0.1482791454,32.5240686703,-67.9803619385,12.8893159289,366.62,-48.8125,362.28,34.1875038147,90,361.78,-39.3750038147,381.4,-54,4.6809277135,83.0000038147,"L6btg"
"379",0.0453230754,61.0826666667,0.2399553571,0.05336,183.906242251,0.051998876,15.3347965836,-66.8875732422,16.3712564394,235.14,-44.90625,231.78,36.1875038147,50,231.14,-42.7812538147,287.14,-50.6875038147,3.9327894378,81.0937538147,"L6btg"
